#,Name,Type,Title,Outlet,Semester
1,"Adedipe, Adebimpe O",Poster Presentation,The Struggle for Schizophrenia Treatment: An Interprofessional Approach. ,XXXVth International Congress on Law and Mental Health.,Summer 2022
349,"Seck, Mamadou Mansor",Presentation,"Transferable Skills: Critical Thinking Activities, a Factor of Educational Success.",Symposium- International Association for Social Work with Groups (6/14-18/2022),Summer 2022
350,"Seck, Mamadou Mansor",Presentation,"Quand le travailleur social de groupe utilise son pouvoir: s'imposer au member, s'engager avec le member, ou le responsabiliser. (Traduction : When Social Group Workers use their power: exerting power over, power with, and empowering members)",IASWG NEW YORK ONLINE,Summer 2022
351,"Seck, Mamadou Mansor",Presentation,Co-Creating Virtual Teaching Strategies: Interactive Round Table Discussion,International Association for Social Work with Groups (IASWG)- Annual Symposium 6/14-18/2022,Summer 2022
352,"Seck, Mamadou Mansor",Presentation,Individuals with Developmental Disabilities involved in the Criminal Justice System: A Seven Year Study of Research and Practice,Cuyahoga County Mental Health Court,Summer 2022
353,"Seck, Mamadou Mansor",Chapter,Applying the Collective-Individualism Framework for the Data Analysis of a Rapid Rural Participatory Research Methodology,Groupwork,Summer 2022
354,"Seck, Mamadou Mansor",Chapter,Social Work Students’ Assessment of Rural Women’s Needs: Applying Group Work Strategies for Social Justice,Routledge International Handbook of Social Work with Groups,Summer 2022
355,"Seck, Mamadou Mansor",Presentation,IASWG Online Group Work Standards 2022 IASWG (Normes de travail de groupe en ligne 2022),International Association for Social Work with Groups (IASWG)- Symposium 6/14-18/2022,Summer 2022
356,"Seck, Mamadou Mansor",Presentation,Applying the Collective-Individualism Framework for data analysis of a Rapid Rural Participatory Research Methodology,Symposium IASWG 2020 ONLINE,Summer 2022
357,"Seck, Mamadou Mansor",Other,"Presentation of the Forewords for the Book entitled L'Intervention Sociale Auprès des Communautés Locales en Afrique ; Fondement et Approches Stratégiques written by Moustapha MBodj

:", Editions Salamata,Spring 2023
358,"Soros, Jennifer",Chapter,Sexual Activity and Intimacy ,Adult Physical Conditions: Intervention strategies for Occupational Therapy Assistants,Spring 2022
359,"Soros, Jennifer",Poster Presentation,Sexual activity of young adults with cerebral palsy,AOTA Inspire 2022 Conference ,Spring 2022
360,"Soros, Jennifer",Presentation,Addressing Sensory Processing Needs in Adults with Developmental Disabilities,AOTA Inspire 2022 Conference ,Spring 2022
361,"Soros, Jennifer",Poster Presentation,Sexual activity of young adults with CP,Inaugural World Occupational Science Conference ,Fall 2022
362,"Soros, Jennifer",Presentation,Sexual activity of young adults with CP,SSO:USA Conference ,Fall 2022
363,"Soros, Jennifer",Presentation,A Delphi approach to determine priorities for education to support the global practice of OT in addressing sexuality & intimacy,AOTA Education Summit,Fall 2022
364,"Soros, Jennifer",Presentation,"Address, Assess, & Measure Performance Related to Sexuality & Intimacy With Comfort, Competence, & Confidence: An Introduction to the OPISI",AOTA Inspire Conference ,Spring 2023
365,"Soros, Jennifer",Presentation,Using a Positive Solution-Focused Approach to Enhance Education Related to the Global Practice of OT in Addressing Sexuality & Intimacy.,AOTA Inspire Conference ,Spring 2023
366,"Soros, Jennifer",Chapter,"Personal narratives of sex, intimacy, and meaning",Sexuality & Intimacy: An Occupational Therapy Approach ,Spring 2023
367,"Soros, Jennifer",Chapter,"Pleasure, eroticism, and occupational therapy",Sexual and intimacy: An occupational therapy approach,Spring 2023
368,"Spears, Carol Lenore",Poster Presentation,Converting the impersonal to personal: Establishing rapport among team members in a virtual setting,Association of Schools Advancing Health Professions (ASAHP) Annual International Conference,Fall 2021
369,"Spears, Carol Lenore",Poster Presentation,“Venn-ing” Interprofessional Roles and Responsibilities for a virtual standardized patient experience.,Association of Schools Advancing Health Professions (ASAHP) Annual International Conference,Fall 2022
370,"Spears, Carol Lenore",Presentation,This is Us: Understanding the Culture of Autism Spectrum Disorders and Therapy Implications.  ,Ohio School Speech pathology Educational Audiology Coalition (OSSPEAC) Student Session,Spring 2023
371,"Stoddard Dare, Patricia Ann",Journal Publication,An interprofessional learning opportunity regarding pain and the opioid epidemic,Advances in Social Work Practice,Summer 2020
372,"Stoddard Dare, Patricia Ann",Presentation,How to protect employee’s health as workers return,Crain’s Healthcare webcast series ,Summer 2020
373,"Stoddard Dare, Patricia Ann",Presentation,"Flexible Work, Paid Sick Leave and Retirement Savings",WFRN 5th Biennial Conference  Advancing Equality at Work and Home: Strengthening Science and Collaboration,Summer 2020
374,"Stoddard Dare, Patricia Ann",Presentation,Employment Leave Benefits and Welfare Utilization,24th Annual Conference of the Society for Social Work and Research (SSWR),Summer 2020
375,"Stoddard Dare, Patricia Ann",Journal Publication,Differences between US workers with asthma by paid sick leave status: An analysis of the 2018 Health Interview Survey.,"Policy, Politics and Nursing Practice ",Fall 2020
376,"Stoddard Dare, Patricia Ann",Proceedings Publication,Does Length of Time Caregiving Affect Net Worth? Caregivers Approaching Retirement Age,Innovations in Aging,Fall 2020
377,"Stoddard Dare, Patricia Ann",Book,Introduction to Substance Use Disorders,MSL Academic Endeavors,Fall 2020
378,"Stoddard Dare, Patricia Ann",Presentation,Does Length of Time Caregiving Affect Net Worth? Caregivers Approaching Retirement Age,Gerontological Society of America 2020 Annual Scientific Meeting,Fall 2020
379,"Stoddard Dare, Patricia Ann",Journal Publication,Paid sick leave and sleep health: An analysis of U.S. adult workers,"Journal of Occupational and Environmental Medicine, ",Fall 2020
380,"Stoddard Dare, Patricia Ann",Presentation,Drughelp.care: Quickly Connecting People Struggling with Substance Misuse to Treatment that Matches their Needs,Health by Tech,Summer 2021
381,"Stoddard Dare, Patricia Ann",Poster Presentation,An Interprofessional Approach for OT Students To Address & Understand the Opioid Epidemic,"AOTA (The American Occupational Therapy Association, Inc.) Annual Conference & Expo",Summer 2021
382,"Stoddard Dare, Patricia Ann",Chapter,The Opioid Epidemic: An Interprofessional Response to Pain.,"Interprofessional Education and Collaborative Practice—International Approaches at Micro, Meso, and Macro Practice Levels",Fall 2021
383,"Stoddard Dare, Patricia Ann",Presentation,Lessons learned from Prac-Ed: Incorporating substance use and misuse into MSW programs,The Council on Social Work Education's (CSWE) Annual Program Meeting (APM) ,Fall 2021
384,"Stoddard Dare, Patricia Ann",Other Teaching Materials,Practitioner Education in Substance Use and Misuse: COMPETENCY-BASED RESOURCES,Council on Social Work Education,Fall 2021
385,"Stoddard Dare, Patricia Ann",Presentation,Let’s Talk Open Textbooks: Author Q&A,Michael Schwartz Library Open Education Week Panel Presentation ,Spring 2022
386,"Stoddard Dare, Patricia Ann",Journal Publication,"Caregiving, health status and total family net worth among men and women approaching retirement age","Community, Work & Family",Spring 2022
387,"Stoddard Dare, Patricia Ann",Presentation,Efforts to Improve Student Engagement with Blackboard Content,"Center for Faculty Excellence, Provost’s Teaching Summit",Spring 2022
388,"Stoddard Dare, Patricia Ann",Case Study,Executing a large interactive interprofessional educational event online.,Cleveland Teaching Collaborative published academic case study,Spring 2022
389,"Stoddard Dare, Patricia Ann",Presentation,Preparing Future Practitioners to Address Substance Misuse: A Prac-Ed Faculty Development Institute.,CSWE Learning Academy,Summer 2022
390,"Stoddard Dare, Patricia Ann",Presentation,Tailoring and adapting existing open access course material,OpenCon,Summer 2022
391,"Stoddard Dare, Patricia Ann",Other Teaching Materials,"On demand Public Interest Technology Summer Speaker Series 2022, Smart Citites Privacy and Equity",Public Interest Technology University Network,Summer 2022
392,"Stoddard Dare, Patricia Ann",Other Teaching Materials,Smart Cities Data Privacy and Equity,Public Interest Technology University Network,Spring 2023
393,"Stoddard Dare, Patricia Ann",Journal Publication,"Net worth of adults approaching retirement age: Personal health, presence of a chronically ill or disabled household member, and out of home caregiving",Social Work and Society,Spring 2023
394,"Stoddard Dare, Patricia Ann",Presentation,Business Correlates of Paid Sick Leave,Connecticut Women's Education Legal Fund Stakeholders Meeting,Spring 2023
395,"Stoddard Dare, Patricia Ann",Presentation,Paid Sick Leave and Business Outcomes,California Paid Sick Days Coalition Stakeholder Meeting,Spring 2023
396,"Stoddard Dare, Patricia Ann",Presentation,Paid Sick Leave is Good for Business,Cleveland State University College of Health Research Symposium,Spring 2023
397,"Stoddard Dare, Patricia Ann",Presentation,The Business Case for Paid Sick Leave,Center for American Progress ,Spring 2023
398,"Stoddard Dare, Patricia Ann",Presentation,Paid Sick Leave and Business,National Partnership for Women and Families Coalition,Spring 2023
399,"Stoddard Dare, Patricia Ann",Presentation,Drughelp.care Improves the Efficiency of the Substance Use Disorder Treatment Delivery System.,Aetna Ohio,Spring 2023
400,"Stoddard Dare, Patricia Ann",Presentation,Sharing an Open Access Course on Data Privacy and Equity,Social Work Distance Education Conference,Spring 2023
401,"Stoddard Dare, Patricia Ann",Journal Publication,Is paid sick leave bad for business?  A systematic review,American Journal of Industrial Medicine,Spring 2023
402,"Su, Anne",Journal Publication,Morphometric analysis of the hominin talus: Evolutionary and functional implications,Journal of Human Evolution,Fall 2020
403,"Su, Anne",Chapter,The primate ankle and hindfoot,"The Evolution of the Primate Foot: Anatomy, Function, and Palaeontological Evidence",Fall 2022
404,"Thoman, Joan E",Journal Publication,Efects of Intermittant Pneumonic Compression on Delayed Onset Muscle Soreness (DOMS) in Long Distance Runners,International Journal of Exercise Science,Summer 2020
405,"Thoman, Joan E",Journal Publication,Nursing student’s perceptions on characteristics of an effective clinical instructor. As a qualitative methods case study format..   ,The Journal of Nursing Education,Summer 2020
406,"Thoman, Joan E",Presentation,"Lessons Learned from a Program Training Perinatal  Support Doulas as Community Health Workers
              ",American Public Health Association  Conference,Fall 2022
407,"Thoman, Joan E",Presentation,Curriculum to Career in Action Plan:Problem Based Learning and Mico-credentially,American Association  of Colleges and Universities Conference ( AAC and U),Fall 2022
408,"Thoman, Joan E",Presentation,Community Partnership of Careband and Cleveland State University. ,Mid West Nurse Society Gerontological Research Interest Group,Spring 2023
409,"Tsagaris, George S",Presentation,Lessons Learned in Teaching Online & The Use of Blackboard Technology,The 7th Social Distance Education Conference,Spring 2022
410,"Tsagaris, George S",Journal Publication,The characteristics of federal offenders sentenced for sexual exploitation of children within a large urban metropolitan region,Journal of Sexual Aggression,Summer 2022
411,"Tsagaris, George S",Presentation,The Use of Synchronous Technology: Teaching Social Work Leadership and Management,The 6th Social Work Distance Education Conference (Virtual),Summer 2022
412,"Tsagaris, George S",Presentation,Individuals with Developmental Disabilities involved in the Criminal Justice System: A Seven Year Study of Research and Practice,Cuyahoga County Social Welfare Conference,Summer 2022
413,"Tsagaris, George S",Presentation,Judges' Censure of Offenders Convicted of Child Sexual Exploitation Material Offences,16th Annual International Human Trafficking & Social Justice Conference.,Summer 2022
414,"Tsagaris, George S",Presentation,Why Study the Characteristics of Child Sexual Exploitation Offenders?,18th Annual International Human Trafficking & Social Hustice Conference,Summer 2022
415,"Tsagaris, George S",Presentation,"""Balancing the Scales: Reducing Racial and Ethnic Disparities in the Juvenile Justice System""",NCJFCJ 76th Annual Conference ,Summer 2022
416,"Tsagaris, George S",Presentation,Individuals with Developmental Disabilities involved in the Criminal Justice System: A Seven Year Study of Research and Practice,Cuyahoga County Mental Health Court,Summer 2022
417,"Tsagaris, George S",Presentation,"""Supervision Workshop""",5th Annual Community-based Conference ,Summer 2022
418,"Tsagaris, George S",Presentation,Addressing Racial and Ethnic Disparities in Juvenile Justice Reform: Implicit Bias and YOU,National Juvenile Justice Conference,Summer 2022
419,"Tsagaris, George S",Presentation,Geographic Information Systems Analysis of Developmentally Disabled Adult Offenders,4th Annual International Conference in GIS stream,Summer 2022
420,"Tsagaris, George S",Presentation,"""What I wanted was the Drugs"": Heroin as a Method of Control in a case study on Sex Traficking.""",15th Annual International Human Trafficking & Social Justice Conference,Summer 2022
421,"Tsagaris, George S",Presentation,"""Geographic Information System Analysis of Developmentally Disabled Offenders""","4th Annual International Conference in the stream on ""Georgeaphi Systems""",Summer 2022
422,"Tsagaris, George S",Presentation,"""Characteristics of Federal Offenders Sentenced for Child Molestation and Sentencing Outcomes""",15th Annual International Human Trafficking & Social Justice Conference,Summer 2022
423,"Tsagaris, George S",Journal Publication,Mental health courts and adult offenders with developmentral disabilities and co-occuring diagnosis,Best Practices in Mental Health,Summer 2022
424,"Tsagaris, George S",Presentation,"Teaching Disparities, Diversity & Inclusion: The Use of Blackboard Technology",The 6th Social Work Distance Education Conference  - Virtual April 2021,Summer 2022
425,"Tsagaris, George S",Presentation,"""A Customized Online Teaching Approach of MSW Social Work Licensure Preparation: An ADEI Effort""",SWDE Conference presentation,Spring 2023
426,"Wajda, Douglas A",Journal Publication,Influence of the environment on cognitive-motor interaction during walking in people living with and without multiple sclerosis,Gait & posture,Fall 2020
427,"Wajda, Douglas A",Poster Presentation,Cognitive-motor interaction during environmentally-challenging walking conditions in people living with and without multiple sclerosis.,International Symposium on Gait and Balance in Multiple Sclerosis,Fall 2020
428,"Wajda, Douglas A",Journal Publication,Clinical impact of compound sarcopenia in hospitalized older adult patients with heart failure,Journal of the American Geriatrics Society,Spring 2021
429,"Wajda, Douglas A",Journal Publication,Clinical Impact of Compound Sarcopenia in Hospitalized Older Adult Patients with Heart Failure.,Journal of the American Geriatrics Society,Fall 2021
430,"Wajda, Douglas A",Poster Presentation,Examining relationships between postural stability and cognitive task difficulty via wavelet transforms: A non-linear dynamics approach,American Society of Biomechanics,Summer 2022
431,"Wajda, Douglas A",Poster Presentation,REVEALING RELATIONSHIPS BETWEEN POSTURAL STABILITY AND COGNITIVE TASK DIFFICULTY VIA WAVELET TRANSFORMS: A NONLINEAR DYNAMICS APPROACH,Midwest ASB,Summer 2022
432,"Wajda, Douglas A",Journal Publication,Motor imagery of walking in people living with and without multiple sclerosis: a cross-sectional comparison of mental chronometry.,Brain Sciences,Summer 2022
433,"Wajda, Douglas A",Journal Publication,Human Factors Assessment of a Novel Pediatric Lower-Limb Exoskeleton,Robotics,Spring 2023
434,"Walsh, Colleen Coletta",Presentation,Recognizing Our Own Incompetence – and Making Room for Uncomfortable Truths,American Anthropological Association Annual Meeting,Summer 2020
435,"Walsh, Colleen Coletta",Journal Publication, Learning to See Racism: Perspective Transformation among Stakeholders in a Regional Health and Equity Initiative. ,Journal of Public Health Management and Practice ,Summer 2020
436,"Walsh, Colleen Coletta",Other,Recommendations for Broad Public Outreach on Racial Disparities and their Causes,Ohio Minority Health Strike Force ,Summer 2020
437,"Walsh, Colleen Coletta",Presentation,Humanizing “Equity” to Address Racial Discrimination,American Anthropological Association Annual Meeting,Summer 2020
438,"Walsh, Colleen Coletta",Creative Production,MENU OF ACTIONS FOR COMMUNITY DRIVEN FOOD SYSTEMS CHANGE,Swetland Center for Environmental Health ,Fall 2020
439,"Walsh, Colleen Coletta",Presentation,What Do People Need to Flourish? A Critical Assessment of the Emerging Literature on Flourishing and Health,American Society for Bioethics & Humanities Annual Conference ,Fall 2020
440,"Walsh, Colleen Coletta",Presentation,Structural Racism and the Social Determinants of Health,"Race, Racial and Social Justice, Equity, Diversity, and Inclusion Course",Fall 2020
441,"Walsh, Colleen Coletta",Journal Publication,Emergency Food Provision for Children and Families during the COVID-19 Pandemic: Examples from Five U.S. Cities,Applied economic perspectives and policy,Fall 2020
442,"Walsh, Colleen Coletta",Presentation,From Interviews to Survey Experiments: Innovating Flexible Coding Approaches,Virtual American Political Science Association (APSA) Annual Meeting and Exhibition. ,Fall 2020
443,"Walsh, Colleen Coletta",Presentation,"“Health Hardship, COVID, and Attitudes toward Health Equity.”",American Politics Speaker Series,Spring 2021
444,"Walsh, Colleen Coletta",Presentation,Experience of Pandemic Hardship and Attitudes Toward Health Disparities Submission,American Association for Public Opinion Research,Spring 2021
445,"Walsh, Colleen Coletta",Presentation,"“Health Hardship, COVID, and Attitudes toward Health Equity.”",Trinity College Faculty Research Committee Lecture Series,Spring 2021
446,"Walsh, Colleen Coletta",Journal Publication,Visualizing Health Equity: Qualitative Perspectives on the Value and Limits of Equity Images,Health education & behavior : the official publication of the Society for Public Health Education,Spring 2021
447,"Walsh, Colleen Coletta",Journal Publication,Emergency food provision for children and families during the COVID‐19 pandemic: Examples from five U.S. cities. ,Applied Economic Perspectives and Policy ,Spring 2021
448,"Walsh, Colleen Coletta",Presentation,"Health Hardship, COVID, and Attitudes toward Health Equity",American Association for Public Opinion Research Annual Conference (AAPOR),Fall 2021
449,"Walsh, Colleen Coletta",Presentation,Whose Health Deserves Investment? A Crowdfunding Conjoint Experiment,American Political Science Association Annual Meeting ,Fall 2021
450,"Walsh, Colleen Coletta",Journal Publication,Learning to See Racism: Perspective Transformation Among Stakeholders in a Regional Health and Equity Initiative,Journal of public health management and practice : JPHMP,Spring 2022
451,"Walsh, Colleen Coletta",Creative Production,Psychological tips aren’t enough – policies need to address structural inequities so everyone can flourish,The Conversation,Spring 2022
452,"Walsh, Colleen Coletta",Presentation,How Do Americans View Health and Fairness? Findings from ARCHES | the AmeRicans' Conceptions of Health Equity Study,Swetland Center for Environmental Health Monthly Seminar Series ,Spring 2022
453,"Walsh, Colleen Coletta",Presentation,Whose Health Deserves Investment? Hidden Consensus in a Crowdfunding Conjoint Experiment,Harvard Kennedy School Seminar Series ,Spring 2022
454,"Walsh, Colleen Coletta",Journal Publication,Rethinking flourishing: Critical insights and qualitative perspectives from the U.S. Midwest,SSM. Mental health,Spring 2022
455,"Walsh, Colleen Coletta",Creative Production,Psychological tips aren't enough - policies need to address structural inequities so everyone can flourish,OECD The Forum,Fall 2022
456,"Wendland, Madalynn T",Chapter,Neonatal Intensive Care Unit. ,"Meeting the Physical Therapy Needs of Children, 3rd Edition.",Summer 2020
457,"Wendland, Madalynn T",Journal Publication,An interprofessional learning opportunity regarding pain and the opioid epidemic. ,Advances in Social Work,Summer 2020
458,"Wendland, Madalynn T",Journal Publication,Caregiver perceptions of child participation in sensory friendly community events,"Journal of Occupational Therapy, Schools, & Early Intervention",Spring 2021
459,"Wendland, Madalynn T",Poster Presentation,Converting the Impersonal to Personal: Establishing Rapport among Team Members in a Virtual Setting. Association of Schools Advancing Health Professions.,Association of Schools Advancing Health Professions Annual Conference,Fall 2021
460,"Wendland, Madalynn T",Presentation,Use of Kinesio® Tape in the NICU: A Dynamic Alternative to Optimizing Outcomes in the Neonate. ,Kinesio Taping International Confernece,Fall 2021
461,"Wendland, Madalynn T",Poster Presentation,Why Wait? Promoting the Use of a Universal Movement Screen for All Infants. ,Combined Sections Meeting,Spring 2022
462,"Wendland, Madalynn T",Poster Presentation,A Qualitative Analysis of Therapists Perspectives on the Clinical Implementation of the General Movement Assessment,American Academy of Cerebral Palsy and Developmental Medicine Annual Conference,Summer 2022
463,"Wendland, Madalynn T",Chapter,Grief and Loss: An Interprofessional Perspective,"Interprofessional Education and Collaborative Practice- Micro, Meso and Macro Approaches Across the Lifespan",Summer 2022
464,"Wendland, Madalynn T",Chapter,The Opioid Epidemic: An Interprofessional Response to Pain,"Interprofessional Education and Collaborative Practice- Micro, Meso and Macro Approaches Across the Lifespan",Summer 2022
465,"Wendland, Madalynn T",Journal Publication,Observations of Child Behaviors and Responsivity During Sensory Friendly Community Events,Leisure Sciences,Summer 2022
466,"Wendland, Madalynn T",Poster Presentation,“Venn-ing” Interprofessional Roles and Responsibilities for a virtual standardized patient experience. ,Association of Schools Advancing Health Professions Annual Conference,Fall 2022
467,"Wendland, Madalynn T",Poster Presentation,Usability and Usefulness of Fact Sheets to Promote Best Practice in Pediatric Physical Therapy.,APTA Combined Sections Meeting,Spring 2023
468,"Wendland, Madalynn T",Presentation,Qualitative Evaluation of Interprofessional Education Experiential Learning (IPEEL) for Health Professional Students.,Collaborating Across Borders,Spring 2023
469,"Wilhite, Myrita Y",Journal Publication,Student Stories:  Microaggressions in Communication Sciences and Disorders,American Journal of Speech-Language Pathology,Spring 2021
470,"Wilhite, Myrita Y",Presentation,Student Stories:  Microaggressions in Communication Sciences and Disorders,Conference/ American-Speech-Language-Hearing Association Convention,Fall 2021
471,"Wilhite, Myrita Y",Presentation,Inclusive Teaching Strategies: A Self-Determination Perspective,Ohio Speech-Language-Hearing Association Convention - Keynote Address,Spring 2022
472,"Wilhite, Myrita Y",Presentation,Autism and Deafness,Annual Conference - One Hour Seminar,Spring 2023
473,"Wilhite, Myrita Y",Presentation,"The Relationship between Hearing Loss and Cognitive Decline in African Americans with Type II Diabetes
                        ",Conference,Spring 2023
474,"Wilson, Brigette L",Presentation,Integrating music and speech-language therapy: a collaboration interprofessional training model ,ASHA Convention ,Fall 2022
475,"Wilson, Brigette L",Presentation,Autism and Deafness,National Black Association for Speech-Language and Hearing Conference,Spring 2023
