#,Name,Type,Title,Outlet,Semester
502,"Litam, Stacey Arañez",Journal Publication,Trauma-informed interventions for counselling sex trafficking survivors,International Journal for the Advancement of Counselling,Spring 2022
503,"Litam, Stacey Arañez",Presentation,Culturally responsive research: From idea to publication,National Board for Certified Counselors’ Foundation Symposium,Summer 2022
504,"Litam, Stacey Arañez",Presentation,A year of trauma and resilience for queer and trans youth,"National Board for Certified Counselors’ Foundation Symposium, ",Summer 2022
505,"Litam, Stacey Arañez",Presentation,Counseling kinky clients: Whipping counselors into shape: Counseling kinky clients.,"National Board for Certified Counselors’ Foundation Symposium, ",Summer 2022
506,"Litam, Stacey Arañez",Journal Publication,Sexual Attitudes and Characteristics of OnlyFans Users,Archives of Sexual Behavior,Summer 2022
507,"Litam, Stacey Arañez",Presentation,"Leadership, advocacy, and service in counseling.",National Board for Certified Counselors’ Foundation Symposium,Summer 2022
508,"Litam, Stacey Arañez",Presentation,"The intersection of gender, race, and HIV: Letting go of stigma and embracing empowerment",The 4th Annual Community HIV Conference,Summer 2022
509,"Litam, Stacey Arañez",Presentation,Responding with resilience: Creating brave spaces for diverse voices,Keynote for the 66th Annual TCA Professional Growth Conference,Fall 2022
510,"Litam, Stacey Arañez",Presentation,Destigmatizing mental health needs,BIPOC Mental Health Summit,Fall 2022
511,"Litam, Stacey Arañez",Journal Publication,Experiences of stress and help-seeking behavior in Filipinos,International Journal for the Advancement of Counselling,Fall 2022
512,"Litam, Stacey Arañez",Journal Publication,"Racism and stress-related growth among Asian internationals: Ethnic identity, resilience, and coping during COVID-19",International Journal for the Advancement of Counselling,Fall 2022
513,"Litam, Stacey Arañez",Journal Publication,COVID-19 racial discrimination and mental health of Korean Americans: Role of ethnic identity and coping strategy,Stigma and Health,Fall 2022
514,"Litam, Stacey Arañez",Presentation,Contextualizing anti-Asian discrimination in COVID-19: Strategies for culturally responsive counseling strategies with Asian American clients,The 66th Annual Texas Counseling Association Professional Growth Conference,Fall 2022
515,"Litam, Stacey Arañez",Chapter,Colorism,SAGE Encyclopedia of Filipina/x/o American Studies,Fall 2022
516,"Litam, Stacey Arañez",Presentation,Differentiating BDSM from domestic partner violence,Domestic Violence Awareness and Advocacy Month,Fall 2022
517,"Litam, Stacey Arañez",Presentation,Bolstering scholarly productivity and publication success,2023 Women's Faculty Success Conference,Spring 2023
518,"Litam, Stacey Arañez",Presentation,“Asian women are so exotic: Decolonizing sexual stereotypes among Asian Americans,BIPOC Sexuality Series ,Spring 2023
519,"Litam, Stacey Arañez",Journal Publication,"Evidence for sex differences in depression, sexual attitudes, and impulsivity as predictors of breaking shelter-in-place orders during the COVID-19 pandemic.",Archives of Sexual Behavior,Spring 2023
520,"Litam, Stacey Arañez",Journal Publication,"Evidence for sex differences in depression, sexual attitudes, and impulsivity as predictors of breaking shelter-in-place orders during the COVID-19 pandemic.",Archives of Sexual Behavior,Spring 2023
521,"Litam, Stacey Arañez",Chapter,Beyond Kink-Aware: Becoming a Kink-Affirming Counselor,Handbook  for Human Sexuality Counseling: A Sex Positive Approach,Spring 2023
522,"Litam, Stacey Arañez",Presentation,Thriving together: Women’s mind-body wellness panel,Asian Mental Health Collective WAVES Event,Spring 2023
523,"Litam, Stacey Arañez",Presentation,Decolonizing practices for mental health: Moving BIPOC clients toward liberation and healing,2023 Beyond Cultural Competency Summit,Spring 2023
524,"Litam, Stacey Arañez",Chapter,The Multidimensional Nature of Attraction,Handbook for Human Sexuality Counseling: A Sex Positive Approach,Spring 2023
525,"Litam, Stacey Arañez",Presentation,Culturally Responsive Frameworks: The Importance of Healing Centered Engagement,Workshops for The Chicago School of Professional Psychology ,Spring 2023
526,"Liu, Xiongyi",Presentation,Scaffolding and modeling preservice teachers for gamifying math classroom.,annual conference of Research Council on Mathematics Learning,Fall 2020
527,"Liu, Xiongyi",Chapter,Computer science in mathematics preservice teacher education,Handbook of Research on Integrating Computer Science and Computational Thinking in K-12 Education,Fall 2020
528,"Liu, Xiongyi",Chapter,Perceptions of gender stereotypes about computer game-based learning among pre-service teachers: Development and initial psychometric analysis of a scale.,Handbook of Research on Integrating Computer Science and Computational Thinking in K-12 Education,Fall 2020
529,"Liu, Xiongyi",Presentation,Retention of Undergraduate Women in Engineering: Key Factors and Interventions,Proceedings of 2021 IEEE Integrated STEM Education Conference (ISEC),Spring 2021
530,"Liu, Xiongyi",Proceedings Publication,Pre-service Teachers’ Beliefs and Attitudes Toward Mathematics. ,14th International Conference of the Mathematics Education for the Future Project,Summer 2021
531,"Liu, Xiongyi",Presentation,An Investigation of Pre-Service Teachers’ Previous Mathematics Learning Experience from Elementary School to College and How It Relates to Attitudes and Beliefs about Mathematics Learning and Teaching. ,14th International Conference of the Mathematics Education for the Future Project,Summer 2021
532,"Liu, Xiongyi",Presentation,Pre-service Teachers’ Beliefs and Attitudes Toward Mathematics. ,14th International Conference of the Mathematics Education for the Future Project,Summer 2021
533,"Liu, Xiongyi",Proceedings Publication,An Investigation of Pre-Service Teachers’ Previous Mathematics Learning Experience from Elementary School to College and How It Relates to Attitudes and Beliefs about Mathematics Learning and Teaching. ,Proceedings of the 14th International Conference of the Mathematics Education for the Future Project,Summer 2021
534,"Liu, Xiongyi",Presentation,Critical reflections and reconstruction of mathematics teaching and learning,Mid-Western Educational Research Association,Summer 2021
535,"Liu, Xiongyi",Presentation,Institutional Support and Faculty Development for Online Learning:  A Grounded Theory Approach,Association for Educational Communications and Technology,Fall 2021
536,"Liu, Xiongyi",Presentation,Interdisciplinary game design process in Anonymous Communications,"Proceedings of World Conference on E-Learning in Corporate, Government, Healthcare, and Higher Education (pp.712-715)",Fall 2021
537,"Liu, Xiongyi",Presentation,Peer Support in Smart Learning and Education,SWC: IEEE Smart World Congress,Fall 2021
538,"Liu, Xiongyi",Book,Technology-Supported Interventions for Students With Special Needs in the 21st Century,"Hershey, PA: IGI Global.",Spring 2022
539,"Liu, Xiongyi",Journal Publication,An exploratory study of predictors of pre-service teachers’ intention to integrate computer games in mathematics education.,"International Journal of Education in Mathematics, Science, and Technology",Spring 2022
540,"Liu, Xiongyi",Chapter,Digital-Based Interventions for Learners With Mathematics Learning Difficulties,Technology-Supported Interventions for Students With Special Needs in the 21st Century,Spring 2022
541,"Liu, Xiongyi",Presentation,Virtual Field Experience during the COVID-19 Pandemic: Lessons Learned by an Urban University with Reconstructed Teacher Education Programs,Society for Information Technology & Teacher Education [SITE],Spring 2022
542,"Liu, Xiongyi",Chapter,"Technology-Facilitated Assessment, Monitoring, Treatment, and Intervention for Mental Health and Behavioral Issues Among Individuals With Special Needs",Technology-Supported Interventions for Students With Special Needs in the 21st Century,Spring 2022
543,"Liu, Xiongyi",Presentation,Improving high school students’ knowledge of geometry concepts using Geogebra.,Society for Information Technology & Teacher Education [SITE],Spring 2022
544,"Liu, Xiongyi",Presentation,Tools and applications for teaching remotely: Lessons from the pandemic. ,Society for Information Technology and Teacher Education Conference  (SITE),Spring 2022
545,"Liu, Xiongyi",Presentation,Use of Game Design Principles in the Development of a Competitive Role-Play Simulation Game,EdMedia + Innovate Learning 2022,Summer 2022
546,"Liu, Xiongyi",Presentation,The Use of Technology in Teaching Chinese as a Foreign Language to High School Students in the United States,"International Academic Conference on Teaching, Learning and Education",Fall 2022
547,"Lovell, Rachel Elizabeth",Presentation,Engaging your MDT for Prosecution Review,6th Annual National SAKI Grantee Meeting,Fall 2021
548,"Lovell, Rachel Elizabeth",Journal Publication,Addressing uncertainty in census estimates,Spatial Statistics,Fall 2021
549,"Lovell, Rachel Elizabeth",Presentation,The impact of reading thousands of rape reports,American Society of Criminology Annual Meeting,Fall 2021
550,"Lovell, Rachel Elizabeth",Presentation,Lawfully “owed” DNA: Mission possible – increasing our capacity to solve violent crimes,American Society of Crime Lab Directors Annual Meeting,Spring 2022
551,"Lovell, Rachel Elizabeth",Presentation,Sexual Violence as a Weapon of War,Panel on Sexual Violence as a Weapon of War,Spring 2022
552,"Lovell, Rachel Elizabeth",Presentation,How the National Sexual Assault Kit Is Changing Our Understanding of Sexual Offenders,"Federal Bureau of Investigation, Critical Incident Response Group, BAU-4",Spring 2022
553,"Lovell, Rachel Elizabeth",Presentation,Rethinking estimates of sexual recidivism: How the national sexual assault kit initiative (SAKI) is changing our understanding of repeat sexual offending.,Academy of Criminal Justice Sciences Annual Meeting,Spring 2022
554,"Lovell, Rachel Elizabeth",Presentation, Advancing our understanding of rapists: 5 recommendations for law enforcement from untested rape kits,"Federal Bureau of Investigation, National Academy, Round Robin. Session #281 ",Spring 2022
555,"Lovell, Rachel Elizabeth",Presentation,Exploring the characteristics of sexual assaults committed while victims were walking or waiting (in-transit) from untested sexual assault kits,American Society of Criminology Annual Meeting,Spring 2022
556,"Lovell, Rachel Elizabeth",Presentation,Advancing our understanding of rapists: 5 recommendations for law enforcement from untested rape kits,"Federal Bureau of Investigation, National Academy, Round Robin. Session #282 ",Spring 2022
557,"Lovell, Rachel Elizabeth",Journal Publication,"Understanding the geography of rape through the integration of data: Case study of a prolific, mobile serial stranger rapist identified through rape kits. ",International Journal of Environmental Research and Public Health,Summer 2022
558,"Lovell, Rachel Elizabeth",Book,Sexual assault kits and reforming the response to rape,Routledge Press,Summer 2022
559,"Lovell, Rachel Elizabeth",Chapter,Advancing our understanding of sexual assault offenders,Sexual assault kits and reforming the response to rape,Summer 2022
560,"Lovell, Rachel Elizabeth",Journal Publication,Examining walking-waiting sexual assaults from previously untested sexual assault kits: The Intersection of stranger and outdoor sexual assaults,Victims & Offenders,Summer 2022
561,"Lovell, Rachel Elizabeth",Journal Publication,"Distorted reality: A commentary on DiMarco et al., (2022) and the question of male sexual victimization",Sexuality & Culture,Summer 2022
562,"Lovell, Rachel Elizabeth",Chapter,What an examination of previously untested sexual assault kits tells us about the patterns of victimization and case outcomes for Black women and girls,Handbook on Inequalities in Sentencing and Corrections among marginalized populations,Summer 2022
563,"Lovell, Rachel Elizabeth",Presentation,Assessing sentiment in rape reports using natural language processing. ,American Society of Criminology Annual Meeting,Fall 2022
564,"Lovell, Rachel Elizabeth",Other,Using sentiment analysis and topic modeling in assessing the impact of police “signaling” on investigative and prosecutorial outcomes in sexual assault reports. ,"Final Research Report, National Institute of Justice",Fall 2022
565,"Lovell, Rachel Elizabeth",Presentation,Exploring the barriers & facilitators of having a sexual assault kit collected. ,Academy of Criminal Justice Sciences Annual Meeting,Spring 2023
566,"Lovell, Rachel Elizabeth",Presentation,How the Sexual Assault Kit Initiative is Advancing our Understanding of Sexual Assault Offenders. ,Academy of Criminal Justice Sciences Annual Meeting,Spring 2023
567,"Lovell, Rachel Elizabeth",Presentation,What’s hiding in the text?: Analyzing sexual assault police report narratives for “signaling.,End Violence Against Women International Annual Conference,Spring 2023
568,"MacCluskie, Kathryn C",Presentation,Multiculturally competent supervision:  Using the Johari window to push your envelope forward,Ohio Counseling Association,Spring 2021
569,"MacCluskie, Kathryn C",Presentation,"Queering the Curriculum:  Using Queer Theory in the Teaching of Clinical Work with the 	LGBTGEQIAP+ Community",Association for Counselor Education and Supervision National Conference,Fall 2021
570,"MacCluskie, Kathryn C",Chapter,Suicide Assessment,Tests and Assessments in Therapy: A case by case process,Summer 2022
571,"MacCluskie, Kathryn C",Journal Publication,"Mental Health Workers’ Perceptions of Risk Factors for Forced Labor 	in Nairobi, Kenya: A Preliminary Qualitative Investigation","Journal of Counseling Sexology & Sexual Wellness: Research, Practice, and Education",Summer 2022
572,"MacCluskie, Kathryn C",Presentation,Queering the Classroom: Using Queer Theory in the Teaching of Clinical Work with the LGBTGEQIAP+ Community,Association for Counselor Education and Supervision Bi-Annual Conference,Summer 2022
573,"MacCluskie, Kathryn C",Presentation,Designing and Teaching Counselor Education Courses,Association of Counselor Educators and Supervisors,Summer 2022
574,"MacCluskie, Kathryn C",Presentation,"The Forgotten Dimension:  Counseling and Assessment of Gifted Youth and Families""",American Counsleing Association National Conference,Summer 2022
575,"Manning, Philip D",Chapter,Erving Goffman and Dramaturgical Sociology',The Cambridge Handbook of Social Theory,Spring 2021
576,"Manning, Philip D",Patent,Authentication Method for a Computing Device Using Interactive Game Board and Game Piece Images,61782062,Summer 2022
577,"Manning, Philip D",Chapter,Erving Goffman and Dramaturgical Analysis,The Cambridge Handbook of Social Theory,Summer 2022
578,"Mead, Joseph W",Journal Publication,Imitation or learning? The policy diffusion of cities’ criminal activity nuisance ordinances,TBD,Summer 2020
579,"Menendez, Anthony",Other Teaching Materials,Annual COEHS Technology Award ,College of Education and Human Services ,Spring 2021
580,"Menendez, Anthony",Presentation,Tips for Developing Writing Assignment Guidelines for Distance/Remote Learning ,ACRES Virtual National Conference ,Spring 2021
581,"Menendez, Anthony",Other Teaching Materials,Bring Verified Course Sequence into Compliance with 5th Ed. Task List ,Bring BCBA Verified Course Sequence into Compliance with 5th Ed. Task List ,Summer 2021
582,"Menendez, Anthony",Other Teaching Materials,Development of Blended Course ,Development of Blended Course ,Fall 2021
583,"Menendez, Anthony",Other Teaching Materials,Development of New Graduate Course ,Development of New Couse (ESE 537 Supervision and Management in Behavior Analysis) ,Spring 2022
584,"Menendez, Anthony",Presentation,Presentation: Developing Writing Assignment Guidelines and Grading Rubrics for Distance/Remote Learning,ACRES 42nd Annual National Conference,Spring 2023
585,"Menendez, Anthony",Creative Performance,Faculty Merit Pay Award ,Coordination of BCBA Verified Course Sequence ,Spring 2023
586,"Mikelbank, Brian A",Chapter,"M. Yeom and B.A. Mikelbank. Gentrification: An Introduction, Overview, and Application. ","21st Century American Cities, 3rd ed.",Summer 2020
587,"Mikelbank, Brian A",Presentation,"Spatial Analysis of Cleveland’s Foreign-Born Population, 1930-1940",Annual Meeting of the East Lakes Division of the American Association of Geographers,Fall 2020
588,"Mikelbank, Brian A",Journal Publication,Does the Written Word Matter? The Role of Uncovering and Utilizing Information from Written Comments in Housing Ads,Journal of Housing Research,Fall 2020
589,"Mikelbank, Brian A",Presentation,Residential Historic Preservation,Economic Benefits of Historic Preservation,Spring 2021
590,"Mikelbank, Brian A",Presentation,"Clusters, Diversity, and Intraurban Migration: Cleveland’s Foreign-Born Population, 1930-1940",Center for Refugee and Immigrant Success Brownbag,Spring 2021
591,"Mikelbank, Brian A",Journal Publication,Access to Emergency Food Providers: Method and Application,The Professional Geographer.,Summer 2021
592,"Mikelbank, Brian A",Presentation,Spatial Analysis of Driver’s License Suspensions in Ohio: 2016-2020,Applied Geography Conference,Fall 2021
593,"Mikelbank, Brian A",Presentation,"Suspending Opportunity: Debt-based driver’s license suspensions in Ohio, with Natalie M. Ziegler. ",The 11th Annual Cuyahoga County Conference on Social Welfare,Spring 2022
594,"Mikelbank, Brian A",Presentation,The Impact of Mortgage Fraud on Neighborhood Housing Market Trajectories,Annual Meeting of the Association of American Geographers,Summer 2022
595,"Mikelbank, Brian A",Other,"Ohio’s Debt-Related Driver’s License Suspensions, 2016-2020","Final grant report, Legal Aid Society of Cleveland",Summer 2022
596,"Mikelbank, Brian A",Presentation,Space-Time Analysis of Mortgage Fraud,Association of American Geographers,Summer 2022
597,"Mikelbank, Brian A",Other,Road to Nowhere: Debt-Related Driver’s License Suspensions in Ohio,"White paper, Legal Aid Society of Cleveland",Fall 2022
598,"Mikelbank, Brian A",Presentation,Drive to Justice: The problems with Ohio’s debt related driver’s license suspension scheme,United Community Assistance Network,Spring 2023
599,"Moore, James R",Journal Publication,“Pandemics and Plagues: Teaching about History’s Biggest Killers.” ,Ohio Social Studies Review,Fall 2020
600,"Moore, James R",Presentation,The Denigration of Social Studies in K-12 Schools: How Educators can Save Social Studies,American Association for Teaching and Curriculum,Spring 2022
601,"Moore, James R",Journal Publication,"""Assaults on Freedom of Speech: Why Social Studies Must Defend the First Amendment.""",The Social Studies,Spring 2022
602,"Moore, James R",Presentation,Assaults on the First Amendment in K-12 Schools: Balancing Free Speech with Civility,Critical Questions in Education Symposium,Spring 2022
603,"Moore, James R",Journal Publication,"""Art is Social Studies: Teaching the Renaissance Using Raphael's School of Athens.""",The Social Studies,Spring 2022
604,"Moore, James R",Presentation,“Freedom of Speech Under Assault: Protecting the First Amendment in Social Studies.” ,National Council for the Social Studies,Fall 2022
605,"Moore, James R",Journal Publication,“Abolishing Female Genital Mutilation: Protecting Women’s Human Rights.” ,Pathways to Research in Educatiion,Fall 2022
606,"Moore, James R",Presentation,“Stop Human Trafficking: A Global Atrocity.” ,National Council for the Social Studies,Fall 2022
607,"Nagy, Beth A",Other,"Equity Analysis of ParkScore, a Trust for Public Land Public Data Methodology",Presentation to Ohio TPL Director and Ohio Parks for People Program Director,Spring 2022
608,"Nagy, Beth A",Other,Data Collection for Accessibility Mapping ,,Spring 2022
609,"Nagy, Beth A",Other,Voting Experiences of Young Adults for Northeast Ohio Voter Advocates (NOVA),,Summer 2022
610,"Nagy, Beth A",Other,Broadband for All White Paper Research Team,East Cleveland,Summer 2022
611,"Nagy, Beth A",Other,Community Benefits Agreements Best Practices,City of East Cleveland,Summer 2022
612,"Nagy, Beth A",Other,Updated maps and data for Hambden Township Ohio Land Use Plan,,Summer 2022
613,"Nagy, Beth A",Other,Clark-Fulton GIS Data for Metro West CDC,Metro West CDC,Summer 2022
614,"Nagy, Beth A",Other,Project B Community Impact Analysis,CSU Center for Economic Development,Summer 2022
615,"Nagy, Beth A",Other,Clark-Fulton Community Equity Analysis,Metro West CDC,Summer 2022
616,"Nagy, Beth A",Other,"UST 485/585 Community-based project. In partnership with the Cleveland Tree Coalition and the City of Cleveland's Urban Forestry division, students collected locations and attributes for downtown area public trees and analyzed the findings. Students completed fieldwork, mapped their results, analyzed the data (for all class members) and prepared maps and reports if the data.",,Spring 2023
617,"Nagy, Beth A",Other,"UST 489 Community-based project for UG Senior Capstone. In partnership with The Trust for Public Land (TPL) and Cleveland Parks Division, students researched, assessed, and analyzed the public amenities at all Cleveland Parks according to a TPL beta survey tool. Students presented their findings from their research, field work, and analysis. ",,Spring 2023
618,"Nagy, Beth A",Other,"Community-based project. In partnership with Slavic Village Development (SVD) CDC, students researched, analyzed and provided recommendations for strategic neighborhood improvements in green infrastructure, transportation, historic preservation, local businesses, tourism and pedestrian safety. Students researched community GIS data, completed fieldwork, analyzed their findings, created ESRI StoryMaps and presented their recommendations to SVD.",,Spring 2023
619,"Neuendorf, Kimberly A",Presentation,Mansplaining: An approach to its conceptualization and measurement validation,2020 National Communication Association Conference,Fall 2020
620,"Neuendorf, Kimberly A",Creative Production,White Boy,"Streaming on Netflix, 2021; Screening on Starz cable network 2019-2020; iTunes exclusive 2018; iTunes, Amazon, Vimeo, Kanopy, Steam 2019; Audience Choice Award-winner, Official Selection, 2017 FREEP Film Festival; Official Selection, 2017 DOC NYC Film Festival",Fall 2020
621,"Neuendorf, Kimberly A",Chapter,Unit of analysis and observation,Research methods in the social sciences: An A-Z of key concepts,Fall 2020
622,"Neuendorf, Kimberly A",Creative Production,American Gospel: Christ Alone,"Streaming on Netflix (2020); iTunes, other streaming platforms (2019)",Fall 2020
623,"Neuendorf, Kimberly A",Presentation,Meeting public expectations for news and entertainment formulae,Midwest Association for Public Opinion Research ,Fall 2020
624,"Neuendorf, Kimberly A",Presentation,Audience expectations for film genre and television formats,Association for Education in Journalism & Mass Communication Conference,Fall 2020
625,"Neuendorf, Kimberly A",Chapter,Media and humor,The international encyclopedia of media psychology,Spring 2021
626,"Neuendorf, Kimberly A",Creative Production,"Woman in Motion: Nichelle Nichols, Star Trek, and the Remaking of NASA","Numerous Film Festivals plus Streaming via Paramount+ and (TVOD) via iTunes, Fandango, etc.",Spring 2022
627,"Neuendorf, Kimberly A",Creative Production,Out in the Ring,"Film festivals, streaming platforms; Will premiere in May 2022",Spring 2022
628,"Northrop, Laura S",Presentation,Getting the Grade: Exploring “Quality” of Online Unit Plans for Teaching Novels in Secondary ELA,Literacy Research Association conference,Fall 2020
629,"Northrop, Laura S",Presentation,Online Professional Development Resources for Teacher of English Learners: A State-by-State Analysis,Literacy Research Association conference,Fall 2020
630,"Northrop, Laura S",Journal Publication,Vocabulary Instruction for Grades 3-8 English Learners: An Analysis of Resources,TESOL Journal,Spring 2021
631,"Northrop, Laura S",Journal Publication,Getting What You Paid For: Examining Online Unit Plans for Classic and Contemporary Novels,Ohio Journal of English Language Arts,Spring 2021
632,"Northrop, Laura S",Other,Book review: Literacy Classrooms that SOAR: Strategic Observation and Reflection in Elementary Grades,Teachers College Press,Summer 2021
633,"Northrop, Laura S",Journal Publication,Examining English language arts teachers: Evidence from national data,Teachers College Record,Fall 2021
634,"Northrop, Laura S",Presentation,Text Complexity and the Middle School ELA Experience ,Literacy Research Association conference,Fall 2021
635,"Northrop, Laura S",Presentation,English Learner Access to Instruction in Upper Elementary School,American Educational Research Association conference ,Spring 2022
636,"Northrop, Laura S",Chapter,Cumulative Disadvantage: Differential Experiences of Students with Reading Difficulties,How Education Policy Shapes Literacy Instruction: Understanding the Persistent Problems of Practice and Policy,Fall 2022
637,"Northrop, Laura S",Journal Publication,Online Resources and Professional Development for Teachers of English Learners: A US State-by-State Analysis,TESL-EJ,Fall 2022
638,"Northrop, Laura S",Presentation,Cumulative Disadvantage: Differential Experiences of Students with Reading Difficulties,Literacy Research Association conference,Fall 2022
639,"Northrop, Laura S",Presentation,State Literacy Initiatives in the Era of Science of Reading,Literacy Research Association conference,Fall 2022
640,"Novisky, Meghan Aileen",Chapter,Mental health and services in prisons and jails,Prisons and Community Corrections: Critical Issues and Emerging Controversies,Summer 2020
641,"Novisky, Meghan Aileen",Journal Publication,Prisons and COVID-19: A Desperate Call for Gerontological Expertise in Correctional Health Care,The Gerontologist,Summer 2020
642,"Novisky, Meghan Aileen",Journal Publication,Institutional Responses to the COVID-19 Pandemic in American Prisons,Victims & Offenders,Fall 2020
643,"Novisky, Meghan Aileen",Journal Publication,The role of negative staff behavior and fairness on perceptions of post-release success among formerly incarcerated juveniles,Journal of Crime and Justice,Fall 2020
644,"Novisky, Meghan Aileen",Journal Publication,From Do-ers to Donors: Sociology Students¹ Perceptions of >Experiential Philanthropy,Sociological Focus,Spring 2021
645,"Novisky, Meghan Aileen",Journal Publication,"Incarceration as a Fundamental Social Cause of Health Inequalities: Jails, Prisons and Vulnerability to COVID-19",The British Journal of Criminology,Spring 2021
646,"Novisky, Meghan Aileen",Journal Publication,"Racial Resentment, Empathy, and Support for Release during COVID-19: Results from a Survey Experiment",Socius,Spring 2021
647,"Novisky, Meghan Aileen",Journal Publication,The keepers: Returning citizens’ experiences of staff misconduct in state prisons,Criminal Justice & Behavior,Summer 2021
648,"Novisky, Meghan Aileen",Journal Publication,“Health Information Seeking Behaviors in Prison: U.S. Results from the Programme for the International Assessment of Adult Competencies (PIAAC),Journal of Correctional Health Care,Summer 2021
649,"Novisky, Meghan Aileen",Journal Publication,"Incarceration as a fundamental social cause of health inequalities: Jails, prisons, and vulnerability to COVID-19",British Journal of Criminology,Fall 2021
650,"Novisky, Meghan Aileen",Journal Publication,Visitation and quality of life among older adults in jail,International journal of prisoner health,Fall 2021
651,"Novisky, Meghan Aileen",Journal Publication,Older Adults' Perspectives on Death and Dying in Prison,Journal of Criminal Justice,Summer 2022
652,"Novisky, Meghan Aileen",Journal Publication,Mental Illness and Racial Disparities in Correctional Staff-Involved Violence: An Analysis of Jails in the United States,Journal of Interpersonal Violence,Summer 2022
653,"Novisky, Meghan Aileen",Presentation,Older Adults’ Perspectives on Death and Dying in Prison,American Society of Criminology,Fall 2022
654,"Novisky, Meghan Aileen",Presentation,Impacts and Innovations: The American Correctional Response to the COVID-19 Pandemic,International Corrections & Prisons Association,Fall 2022
655,"Novisky, Meghan Aileen",Presentation,Responding to COVID-19: Correctional staff perspectives on pandemic response efforts,American Society of Criminology,Fall 2022
656,"Novisky, Meghan Aileen",Presentation,Client Perspectives of Interstate Supervision,The Academy of Criminal Justice Sciences,Spring 2023
657,"Novisky, Meghan Aileen",Presentation,Familial perspectives of U.S. conditions of confinement during the first year of the COVID-19 pandemic,The Academic Consortium on Criminal Justice Health (ACCJH) Academic & Health Policy Conference on Correctional Health,Spring 2023
658,"Novisky, Meghan Aileen",Presentation,Keynote Address,Kent State University Sociology Honors Society (AKD) Annual Speaker Series,Spring 2023
659,"Odom-Bartel, Rebecca L",Proceedings Publication,A Pre-service pathway for preparing future AP CS Principles teachers,Proceedings of the 51st ACM Technical Symposium on Computer Science Education,Fall 2020
660,"Odom-Bartel, Rebecca L",Proceedings Publication,Preparing Pre-Service Teacher Candidates for the Praxis Exam: An Innovative Model of Blended Support,Proceedings of the 51st ACM Technical Symposium on Computer Science Education,Fall 2020
661,"Odom-Bartel, Rebecca L",Journal Publication,PREPARING SECONDARY EDUCATION MATHEMATICS TEACHER CANDIDATES FOR AP COMPUTER SCIENCE PRINCIPLES,"Preparing Pre-Service Teachers to Teach Computer Science: Models, Practices, and Policies",Fall 2021
662,"Odom-Bartel, Rebecca L",Book,"Preparing pre-service teachers to teach computer science: Models, practices, and policies",IAP,Fall 2021
663,"Odom-Bartel, Rebecca L",Journal Publication,Integrating computer science teacher certification into a secondary mathematics teacher preparation program: The highlights.,AMTE Connections,Summer 2022
664,"O'Hara, Kathleen",Presentation,CSUteach Alumni Project-based Instruction,UTeach Conference ,Summer 2022
665,"Perloff, Richard M",Book,"The dynamics of persuasion, 7th edition",Routledge,Summer 2020
666,"Perloff, Richard M",Creative Production,"What is patriotism? The Plain Dealer (July 4, 2021, main article in Forum section, E1. E6)",The Plain Dealer (main article in Forum section),Summer 2020
667,"Perloff, Richard M",Creative Production,Idea for better political debates,The New York Times,Summer 2020
668,"Perloff, Richard M",Creative Production,Do our partisan animosities portend another 1876 debacle?,The Plain Dealer,Summer 2020
669,"Perloff, Richard M",Creative Production,A resignation over the Tom Cotton o ped,The New York Times (Letter to the Editor),Summer 2020
670,"Perloff, Richard M",Creative Production,Dem speakers can strike a blow for uniting rhetoric (with A. Kumar),The Plain Dealer,Summer 2020
671,"Perloff, Richard M",Presentation,Social media influencers: Who they are and how they influence,Ohio Communication Association,Fall 2020
672,"Perloff, Richard M",Chapter,The political psychology of Trumpism,"Centre for the Study of Journalism, Culture and Community",Fall 2020
673,"Perloff, Richard M",Creative Production,Prejudging Facebook,The New York Times (Letter to the Editor0,Fall 2020
674,"Perloff, Richard M",Creative Production,Can there be a mending for the aggrieved?,The Plain Dealer,Fall 2020
675,"Perloff, Richard M",Creative Production,A PR push is needed to get more young people to wear masks ,The Plain Dealer,Fall 2020
676,"Perloff, Richard M",Creative Production,The case for debates,The Plain Dealer,Fall 2020
677,"Perloff, Richard M",Creative Production,Engineering elections,The New Yorker ,Fall 2020
678,"Perloff, Richard M",Creative Production,"Put ""biased liberal media"" claims to rest",The Plain Dealer,Spring 2021
679,"Perloff, Richard M",Journal Publication,"The press and Watergate at 50: Understanding and reconstructing a seminal story (with Anup Kumar, 2nd author)",Journalism Practice,Spring 2021
680,"Perloff, Richard M",Creative Production,AWARDS RECEIVED (don't know where else to put this): I received a 3rd place award from the Press Club of Cleveland and 1st place from Ohio Society of Professional Journalists for essays in The Plain Dealer and The New York Times.,Press Club of Cleveland and Ohio SPJ,Spring 2021
681,"Perloff, Richard M",Creative Production,What is patriotism?,The Plain Dealer,Spring 2021
682,"Perloff, Richard M",Creative Production,Overcoming the avoidance,The Plain Dealer,Spring 2021
683,"Perloff, Richard M",Creative Production,Getting along for democracy's sake,The Plain Dealer,Spring 2021
684,"Perloff, Richard M",Creative Production,"Remembering Canfora’s tenacity, courage. (A memoir of the architect of the decades-long  protests over the May 4, 1970 Kent State shootings)",The Plain Dealer,Spring 2021
685,"Perloff, Richard M",Creative Production,The lessons we didn't learn,The New York Times (Letter to the Editor),Summer 2021
686,"Perloff, Richard M",Book,The dynamics of political communication (3rd ed.),Routledge,Summer 2021
